text,source,timestamp
"Bạn đã thắng lớn trong chương trình khuyến mãi của Citibank Vietnam, nhận ngay Iphone 14 Pro tại http://vaynhanh11.cc.",sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản Shinhan Bank Vietnam của bạn tại http://nhanthuong26.info để tránh bị khóa.",sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản VCB của bạn. Vui lòng xác minh tại http://vaynhanh39.top để tránh bị khóa.,sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Zalo, nhận ngay tại http://support97.info.",sms_scam,2024-05-22
Tài khoản OCB của bạn bị tạm khóa. Vui lòng đăng nhập tại http://tcb84.cc để xác thực.,sms_scam,2024-05-22
Cảnh báo: Tài khoản ngân hàng Eximbank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://nhanthuong13-bank.net để kiểm tra.,sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ HSC. Nhận ngay tại http://secure18-verify.com.,sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://verify13.club.,sms_scam,2024-05-22
"Shop xả kho nghi bán, Iphone 15 Pro Max giá chỉ 2 triệu. Đặt ngay tại http://vcb85-verify.com.",sms_scam,2024-05-22
Bộ Công An triệu tập ông/bà liên quan đến đường dây đưa tiền. Khai báo ngay tại app VNeID gia mao: http://nhanthuong70-bank.net.,sms_scam,2024-05-22
"TUYỂN DỤNG Gojek: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0985376983.",sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ Ahamove. Nhận ngay tại http://nhanthuong39.cc.,sms_scam,2024-05-22
Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://support27.cc.,sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản Bac A Bank của bạn. Vui lòng xác minh tại http://support28-secure.org để tránh bị khóa.,sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản Saigonbank của bạn. Vui lòng xác minh tại http://secure71.xyz để tránh bị khóa và bảo vệ tài sản của bạn.,sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản MBBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vaynhanh30.vip.,sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản SCB của bạn tại http://vaynhanh76-secure.org để tránh bị khóa và bảo vệ tài sản của bạn.",sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản PVcomBank của bạn. Vui lòng xác minh tại http://nhanthuong58.info để tránh bị khóa.,sms_scam,2024-05-22
Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://vcb99.info.,sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Apple Watch Series 8 từ chương trình khuyến mãi của chúng tôi. Nhấn vào http://support30-bank.net để nhận giải thưởng ngay hôm nay.,sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Voucher Gojek 250.000 VND từ chương trình khuyến mãi của chúng tôi. Nhấn vào http://support47.xyz để nhận giải thưởng ngay hôm nay.,sms_scam,2024-05-22
Cảnh báo: Tài khoản ngân hàng Shinhan Bank Vietnam của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://tcb20-verify.com để kiểm tra.,sms_scam,2024-05-22
Phát hiện giao dịch bất thường tại tài khoản Bac A Bank số tiền 3900.000 VND. ủy giao dịch tại http://vaynhanh52-verify.com.,sms_scam,2024-05-22
Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://vaynhanh63.top để được hỗ trợ nhanh chóng.,sms_scam,2024-05-22
"Shop xả kho nghi bán, Iphone 15 Pro Max giá chỉ 2 triệu. Đặt ngay tại http://nhanthuong52.cc.",sms_scam,2024-05-22
"TUYỂN DỤNG Lalamove: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0966531611.",sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Facebook, nhận ngay tại http://secure15.info. Đừng bỏ lỡ cơ hội này!",sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản SHB của bạn. Vui lòng xác minh tại http://secure13.online để tránh bị khóa và bảo vệ tài sản của bạn.,sms_scam,2024-05-22
Cảnh báo: Tài khoản ngân hàng SeABank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://tcb21.club để kiểm tra.,sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ FedEx. Nhận ngay tại http://support18.top.,sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Iphone 14 Pro từ chương trình khuyến mãi của chúng tôi. Nhấn vào http://verify66-secure.org để nhận giải thưởng ngay hôm nay.,sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản Standard Chartered Vietnam của bạn tại http://nhanthuong19-bank.net để tránh bị khóa và bảo vệ tài sản của bạn.",sms_scam,2024-05-22
"Vay tiền nhanh không cần thẩm định, giải ngân 15 phút. Lãi suất 0%. Đăng ký: http://tcb19-secure.org.",sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản Citibank Vietnam của bạn. Vui lòng xác minh tại http://verify21.club để tránh bị khóa và bảo vệ tài sản của bạn.,sms_scam,2024-05-22
"Shop xả kho nghi bán, Iphone 15 Pro Max giá chỉ 2 triệu. Đặt ngay tại http://nhanthuong70-bank.net.",sms_scam,2024-05-22
"Shop xả kho nghi bán, Iphone 15 Pro Max giá chỉ 2 triệu. Đặt ngay tại http://vaynhanh23.cc.",sms_scam,2024-05-22
"Bạn có một gói quà tặng từ HSC, nhận ngay tại http://nhanthuong40.cc. Đừng bỏ lỡ cơ hội này!",sms_scam,2024-05-22
"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK Bac A Bank 190369895169.",sms_scam,2024-05-22
"Bạn đã thắng lớn trong chương trình khuyến mãi của GPBank, nhận ngay Iphone 14 Pro tại http://vcb69.top.",sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản Sacombank của bạn tại http://verify44.top để tránh bị khóa.",sms_scam,2024-05-22
Cảnh báo: Tài khoản ngân hàng TPBank của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://support19.top để kiểm tra.,sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Viettel, nhận ngay tại http://vcb45.online. Đừng bỏ lỡ cơ hội này!",sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản Saigonbank của bạn. Vui lòng xác minh tại http://verify85.online để tránh bị khóa.,sms_scam,2024-05-22
"TUYỂN DỤNG FPTS: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0964738567.",sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Mobifone, nhận ngay tại http://vaynhanh24.info.",sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://nhanthuong68-verify.com.,sms_scam,2024-05-22
"Bạn đã thắng lớn trong chương trình khuyến mãi của SHB, nhận ngay Samsung Galaxy S23 tại http://secure49.xyz.",sms_scam,2024-05-22
Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://vcb61.top để được hỗ trợ nhanh chóng.,sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://verify20-secure.org.,sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản VPBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vaynhanh91.info để bảo vệ tài khoản của bạn.,sms_scam,2024-05-22
"Vay tiền nhanh không cần thẩm định, giải ngân 15 phút. Lãi suất 0%. Đăng ký: http://vcb46.club.",sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://vcb74.xyz.,sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ Citus. Nhận ngay tại http://tcb47.top.,sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Voucher Grab 300.000 VND từ chương trình khuyến mãi của chúng tôi. Nhấn vào http://vcb74-secure.org để nhận giải thưởng ngay hôm nay.,sms_scam,2024-05-22
Tài khoản Public Bank Vietnam của bạn bị tạm khóa. Vui lòng đăng nhập tại http://verify86-verify.com để xác thực.,sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Apple Watch Series 8 từ chương trình khuyến mãi của chúng tôi. Nhấn vào http://tcb47-verify.com để nhận giải thưởng ngay hôm nay.,sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản Techcombank của bạn tại http://support22.vip để tránh bị khóa.",sms_scam,2024-05-22
"Bạn đã thắng lớn trong chương trình khuyến mãi của Kienlongbank, nhận ngay SH 150i tại http://verify75.cc.",sms_scam,2024-05-22
Vui lòng truy cập http://tcb68.cc để biết thêm chi tiết.,sms_scam,2024-05-22
"Em là sinh viên cần tiền đóng học, nhận được khách kinh doanh. Xem anh em tại http://support36.top.",sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản OceanBank của bạn tại http://nhanthuong32-secure.org để tránh bị khóa và bảo vệ tài sản của bạn.",sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản Public Bank Vietnam của bạn. Vui lòng xác minh tại http://vcb64-bank.net để tránh bị khóa.,sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://vaynhanh37.xyz.,sms_scam,2024-05-22
"Em là sinh viên cần tiền đóng học, nhận được khách kinh doanh. Xem anh em tại http://vaynhanh53.online.",sms_scam,2024-05-22
"Bạn đã thắng lớn trong chương trình khuyến mãi của LienVietPostBank, nhận ngay 50.000.000 tại http://vaynhanh93-bank.net.",sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Voucher Now 200.000 VND. Vui lòng truy cập http://vaynhanh47.club để nhận giải thưởng.,sms_scam,2024-05-22
Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://tcb11.online.,sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ Foody. Nhận ngay tại http://nhanthuong44.vip trước khi hết hạn.,sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản Techcombank của bạn tại http://vaynhanh19.cc để tránh bị khóa.",sms_scam,2024-05-22
"TUYỂN DỤNG ZaloPay: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0987397833.",sms_scam,2024-05-22
Chúc mừng thuê bao quý khách đã trúng thưởng Voucher VNPay 400.000 VND. Truy cập http://support38.cc để nhận thưởng ngay.,sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Zalo, nhận ngay tại http://vaynhanh71.xyz.",sms_scam,2024-05-22
"Em là sinh viên cần tiền đóng học, nhận được khách kinh doanh. Xem anh em tại http://vcb87-verify.com.",sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản MBBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://secure99.cc để bảo vệ tài khoản của bạn.,sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Voucher Tiki 500.000 VND từ chương trình khuyến mãi của chúng tôi. Nhấn vào http://secure33-secure.org để nhận giải thưởng.,sms_scam,2024-05-22
"Shop xả kho nghi bán, Iphone 15 Pro Max giá chỉ 2 triệu. Đặt ngay tại http://vaynhanh33.xyz.",sms_scam,2024-05-22
Tài khoản Standard Chartered Vietnam của bạn bị tạm khóa. Vui lòng đăng nhập tại http://secure98-bank.net để xác thực.,sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản ACB của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vcb26.cc.,sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ UPS. Nhận ngay tại http://nhanthuong64.online trước khi hết hạn.,sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://verify43.vip.,sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Ninja Van, nhận ngay tại http://verify79.vip.",sms_scam,2024-05-22
"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK Eximbank 190378017523.",sms_scam,2024-05-22
"Bạn đã thắng lớn trong chương trình khuyến mãi của LienVietPostBank, nhận ngay Voucher Be 100.000 VND tại http://vcb87.online.",sms_scam,2024-05-22
Phát hiện giao dịch bất thường tại tài khoản HSBC Vietnam số tiền 1000.000 VND. ủy giao dịch tại http://secure63-secure.org.,sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ Vietcombank Securities. Nhận ngay tại http://vcb92.vip.,sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ MoMo. Nhận ngay tại http://nhanthuong97-secure.org.,sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản PVcomBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vcb86-bank.net.,sms_scam,2024-05-22
"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://secure75-bank.net để biết thêm chi tiết.",sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ Baemin. Nhận ngay tại http://secure51-bank.net.,sms_scam,2024-05-22
"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK SeABank 190381723655.",sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản ACB của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vaynhanh94.vip để bảo vệ tài khoản của bạn.,sms_scam,2024-05-22
Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://vcb93-bank.net.,sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản HDBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vaynhanh24.online để bảo vệ tài khoản của bạn.,sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản ACB của bạn. Vui lòng xác minh tại http://tcb50.club để tránh bị khóa và bảo vệ tài sản của bạn.,sms_scam,2024-05-22
"Shop xả kho nghi bán, Iphone 15 Pro Max giá chỉ 2 triệu. Đặt ngay tại http://tcb92.vip.",sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản MSB của bạn. Vui lòng xác minh tại http://vaynhanh26.cc để tránh bị khóa và bảo vệ tài sản của bạn.,sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Vinaphone, nhận ngay tại http://nhanthuong87.club. Đừng bỏ lỡ cơ hội này!",sms_scam,2024-05-22
Chúc mừng thuê bao quý khách đã trúng thưởng Voucher Foody 150.000 VND. Truy cập http://vaynhanh86-verify.com để nhận thưởng ngay.,sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Lalamove, nhận ngay tại http://verify22.vip. Đừng bỏ lỡ cơ hội này!",sms_scam,2024-05-22
Cảnh báo: Tài khoản ngân hàng BIDV của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://vcb60.club để kiểm tra.,sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản SHB của bạn. Vui lòng xác minh tại http://secure52.club để tránh bị khóa.,sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản Public Bank Vietnam của bạn. Vui lòng xác minh tại http://nhanthuong52-verify.com để tránh bị khóa.,sms_scam,2024-05-22
"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK ACB 190328480158.",sms_scam,2024-05-22
"Vay tiền nhanh không cần thẩm định, giải ngân 15 phút. Lãi suất 0%. Đăng ký: http://tcb76.xyz.",sms_scam,2024-05-22
"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK VietinBank 190341376096.",sms_scam,2024-05-22
"Vay tiền nhanh không cần thẩm định, giải ngân 15 phút. Lãi suất 0%. Đăng ký: http://verify29.vip.",sms_scam,2024-05-22
Tài khoản SCB của bạn bị tạm khóa. Vui lòng đăng nhập tại http://support14.cc để xác thực.,sms_scam,2024-05-22
Cảnh báo: Tài khoản ngân hàng Public Bank Vietnam của bạn có hoạt động bất thường. Vui lòng đăng nhập tại http://support83.online để kiểm tra.,sms_scam,2024-05-22
"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK Techcombank 190392614625.",sms_scam,2024-05-22
"Bạn có một gói quà tặng từ FPTS, nhận ngay tại http://support11.vip. Đừng bỏ lỡ cơ hội này!",sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản MBBank của bạn. Vui lòng xác minh tại http://tcb89.vip để tránh bị khóa và bảo vệ tài sản của bạn.,sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://tcb69.top.,sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản OceanBank của bạn tại http://vcb78.club để tránh bị khóa.",sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://tcb61.club.,sms_scam,2024-05-22
"Shop xả kho nghi bán, Iphone 15 Pro Max giá chỉ 2 triệu. Đặt ngay tại http://tcb49.top.",sms_scam,2024-05-22
Bạn đã được chọn để nhận khoản vay nhanh với lãi suất thấp. Đăng ký ngay tại http://secure20.club để được hỗ trợ nhanh chóng.,sms_scam,2024-05-22
Bộ Công An triệu tập ông/bà liên quan đến đường dây đưa tiền. Khai báo ngay tại app VNeID gia mao: http://support59.info.,sms_scam,2024-05-22
"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://verify22.cc để biết thêm chi tiết.",sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Voucher Tiki 500.000 VND. Vui lòng truy cập http://verify43.vip để nhận giải thưởng.,sms_scam,2024-05-22
"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK MBBank 190318210283.",sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://vaynhanh87.xyz.,sms_scam,2024-05-22
Tài khoản CIMB Vietnam của bạn bị tạm khóa. Vui lòng đăng nhập tại http://support56.xyz để xác thực.,sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản Standard Chartered Vietnam của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://support34.xyz.,sms_scam,2024-05-22
"Bạn có một gói quà tặng từ MoMo, nhận ngay tại http://verify19.club.",sms_scam,2024-05-22
Phát hiện giao dịch bất thường tại tài khoản BIDV số tiền 3300.000 VND. ủy giao dịch tại http://support50.vip.,sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ AirPay. Nhận ngay tại http://vaynhanh77-bank.net.,sms_scam,2024-05-22
"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://secure80-bank.net để biết thêm chi tiết.",sms_scam,2024-05-22
"Shop xả kho nghi bán, Iphone 15 Pro Max giá chỉ 2 triệu. Đặt ngay tại http://nhanthuong64.cc.",sms_scam,2024-05-22
"Bạn đã thắng lớn trong chương trình khuyến mãi của Eximbank, nhận ngay Ipad Pro tại http://secure23.xyz.",sms_scam,2024-05-22
"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://secure17-verify.com để biết thêm chi tiết.",sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản Public Bank Vietnam của bạn tại http://vaynhanh67.top để tránh bị khóa và bảo vệ tài sản của bạn.",sms_scam,2024-05-22
"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://vcb17.club để biết thêm chi tiết.",sms_scam,2024-05-22
"Hệ thống phát hiện giao dịch lạ, vui lòng xác minh tài khoản GPBank của bạn tại http://vaynhanh21-secure.org để tránh bị khóa và bảo vệ tài sản của bạn.",sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Vinaphone, nhận ngay tại http://vcb41.club.",sms_scam,2024-05-22
"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://support68-verify.com để biết thêm chi tiết.",sms_scam,2024-05-22
Vui lòng truy cập http://vcb26.vip để biết thêm chi tiết.,sms_scam,2024-05-22
"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK VCB 190353163567.",sms_scam,2024-05-22
"Bạn đã thắng lớn trong chương trình khuyến mãi của SeABank, nhận ngay Xe Vision tại http://verify10.vip.",sms_scam,2024-05-22
Chúc mừng thuê bao quý khách đã trúng thưởng Laptop Dell XPS 13. Truy cập http://vaynhanh64.top để nhận thưởng ngay.,sms_scam,2024-05-22
"TUYỂN DỤNG MB Securities: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0916147060.",sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://verify54.vip.,sms_scam,2024-05-22
Thông báo: Bạn có một gói quà tặng từ VNG. Nhận ngay tại http://vcb22.top.,sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản PVcomBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vcb56.top để bảo vệ tài khoản của bạn.,sms_scam,2024-05-22
"Chuyển tiền gấp cho tôi, tôi đang có việc gấp làm, mai tôi trả. STK BaoViet Bank 190364683890.",sms_scam,2024-05-22
"Vay tiền nhanh không cần thẩm định, giải ngân 15 phút. Lãi suất 0%. Đăng ký: http://vcb72.top.",sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Mercedes. Vui lòng truy cập http://verify34.club để nhận giải thưởng.,sms_scam,2024-05-22
Tài khoản VietinBank của bạn bị tạm khóa. Vui lòng đăng nhập tại http://vcb56.info để xác thực.,sms_scam,2024-05-22
"Bạn có một gói quà tặng từ VNPay, nhận ngay tại http://vcb11.club. Đừng bỏ lỡ cơ hội này!",sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản Kienlongbank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://secure25.online.,sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản BaoViet Bank của bạn. Vui lòng xác minh tại http://verify67.cc để tránh bị khóa và bảo vệ tài sản của bạn.,sms_scam,2024-05-22
Hệ thống của chúng tôi phát hiện giao dịch đáng ngờ trên tài khoản VietinBank của bạn. Vui lòng xác minh tại http://verify70.info để tránh bị khóa và bảo vệ tài sản của bạn.,sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản Citibank Vietnam của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://vcb83-bank.net để bảo vệ tài khoản của bạn.,sms_scam,2024-05-22
"Bạn đã thắng lớn trong chương trình khuyến mãi của Public Bank Vietnam, nhận ngay Xe máy Honda Lead tại http://vcb66.xyz.",sms_scam,2024-05-22
"Em là sinh viên cần tiền đóng học, nhận được khách kinh doanh. Xem anh em tại http://secure53-bank.net.",sms_scam,2024-05-22
"Bạn có một gói quà tặng từ FedEx, nhận ngay tại http://support67.vip. Đừng bỏ lỡ cơ hội này!",sms_scam,2024-05-22
Cảnh báo bảo mật: Tài khoản OceanBank của bạn có dấu hiệu bị xâm nhập. Xác thực ngay tại http://support17.top để bảo vệ tài khoản của bạn.,sms_scam,2024-05-22
"TUYỂN DỤNG MoMo: Việc nhẹ lương cao, thu nhập 500k-1tr/ngày. IB Zalo 0927886839.",sms_scam,2024-05-22
"Bạn có một gói quà tặng từ Vietcombank Securities, nhận ngay tại http://verify92-secure.org. Đừng bỏ lỡ cơ hội này!",sms_scam,2024-05-22
Chúc mừng bạn đã trúng thưởng Iphone 14 Pro. Vui lòng truy cập http://vaynhanh76.vip để nhận giải thưởng.,sms_scam,2024-05-22
"Đăng ký vay tiền nhanh trong ngày, duyệt hồ sơ 100%. Truy cập http://support69.top để biết thêm chi tiết và nhận khoản vay.",sms_scam,2024-05-22
Lệnh bắt tạm giam đã được gửi đến bạn. Vui lòng hợp tác điều tra tại http://vcb22.vip.,sms_scam,2024-05-22
